"oslaua","wave","mean_price","max_price","min_price","transactions"
"E08000026",1,137318.748863292,895000,25000,6598
"E08000026",2,159609.209255979,19600000,10000,9032
"E08000026",3,182310.241650988,20425000,1000,8504
"E08000027",0,150976.674327185,885000,15000,3307
"E08000027",1,144711.443692206,1275000,17000,6056
"E08000027",2,155944.290572643,10680000,5000,7998
"E08000027",3,174518.863868852,24400000,1100,7625
"E08000028",0,122102.344941349,680219,10555,2728
"E08000028",1,118581.360538666,560000,15000,4901
"E08000028",2,133879.229570747,5750000,10000,6290
"E08000028",3,138966.685714286,8650000,2000,5985
"E08000029",0,249539.188734455,2555000,11850,2734
"E08000029",1,240247.938433951,2350000,12950,5019
"E08000029",2,297077.62117888,44791502,1600,6837
"E08000029",3,305531.939530235,22099103,6650,6003
"E08000030",0,142606.459427208,710000,11500,2514
"E08000030",1,139110.355284001,835000,6000,4419
"E08000030",2,157402.427191166,7700000,10000,5796
"E08000030",3,166883.100069372,18655112,3350,5766
"E08000031",0,126917.340306122,1200000,28000,1960
"E08000031",1,129605.268814498,897500,7000,3973
"E08000031",2,146877.825141777,9000000,9750,5290
"E08000031",3,155111.16102187,6651000,4854,5167
"E08000032",0,145203.636937941,2225000,10000,5382
"E08000032",1,141404.6518245,1700000,8000,9208
"E08000032",2,150089.782106355,16243403,10000,13502
"E08000032",3,159221.127472878,5895000,270,12536
"E08000033",0,147659.010626186,898000,18500,2635
"E08000033",1,138337.045374059,1400000,15000,4518
"E08000033",2,155981.838010011,44450000,10000,6593
"E08000033",3,157078.102312544,6860000,8000,5708
"E08000034",0,149130.411316649,1250000,12677,4595
"E08000034",1,144931.411179536,1650000,14000,8444
"E08000034",2,151958.049795547,3902021,10000,11005
"E08000034",3,165504.773599386,3425000,250,10424
"E08000035",0,170645.636181798,2550000,13500,8999
"E08000035",1,167977.348065614,2600000,12000,16155
"E08000035",2,185240.60502604,21755000,1950,24194
"E08000035",3,214727.934434434,38859954,100,21978
"E08000036",0,141353.510582011,1650000,16000,3024
"E08000036",1,133261.162086556,800000,18000,6077
"E08000036",2,151701.80758715,13000000,13952,8778
"E08000036",3,156564.306046894,9290000,2500,9724
"E08000037",0,132564.119943556,850000,9000,2126
"E08000037",1,132234.258517034,823575,8050,3992
"E08000037",2,142588.940136305,3370000,2050,5429
"E08000037",3,158223.572364113,16999999,1350,4581
"E09000001",0,534566.456603774,2800000,195000,265
"E09000001",1,542702.188720174,2370000,205000,461
"E09000001",2,2751209.57142857,96264933,3000,945
"E09000001",3,3842228.49892009,86031326,5000,463
"E09000002",0,178915.05346294,457000,47300,1646
"E09000002",1,181244.036684303,520000,45000,2835
"E09000002",2,224606.442377495,51337874,5000,4408
"E09000002",3,282116.791235844,26000000,100,4062
"E09000003",0,446314.92542084,7300000,33000,4693
"E09000003",1,446474.001826373,13750000,26320,8213
"E09000003",2,526376.549402507,63299000,3000,10293
"E09000003",3,593782.038483178,40000000,1000,8887
"E09000004",0,225144.437522377,1135000,47250,2793
"E09000004",1,227490.82487725,995000,30000,5499
"E09000004",2,274575.258964663,50000000,1000,7669
"E09000004",3,319693.243609486,10475900,1000,6494
"E09000005",0,345209.738393515,3100000,22500,2714
"E09000005",1,379276.179689311,3500000,19000,4313
"E09000005",2,484858.054455446,41449999,5000,5858
"E09000005",3,555617.426795324,77500000,1,5389
"E09000006",0,325421.867661892,4550000,40000,4957
"E09000006",1,334974.967665445,4041500,15500,9278
"E09000006",2,388760.703844564,17875000,1000,12095
"E09000006",3,471092.893250902,31498634,7000,9705
"E09000007",0,722385.167876302,16000000,54500,3169
"E09000007",1,763907.161944116,38270160,22000,5082
"E09000007",2,1014892.49162286,67098156,500,6088
"E09000007",3,1352743.82170367,96840522,400,4414
"E09000008",0,255344.808108108,4000000,45600,4070
"E09000008",1,259462.111905417,4225000,10000,7274
"E09000008",2,305462.084510705,33700000,500,11537
"E09000008",3,388458.008507657,75400000,1000,9991
"E09000009",0,352334.900468707,2836775,23000,3627
"E09000009",1,389362.557323351,5300000,35000,6411
"E09000009",2,494067.761587675,28790678,200,7659
"E09000009",3,598620.944554455,60748051,1000,6060
"E09000010",0,286043.409766454,5550000,45000,3297
"E09000010",1,289272.226323371,4850000,31250,5554
"E09000010",2,351293.771023825,73074112,1500,7765
"E09000010",3,434736.888663335,52700000,300,6404
"E09000011",0,295964.022003929,3350000,69000,2545
"E09000011",1,294944.514837065,2950000,51200,5493
"E09000011",2,366531.856396867,52436057,6000,8809
"E09000011",3,443009.505616295,38000000,1000,6677
"E09000012",0,346642.83974359,2300000,34500,2496
"E09000012",1,370521.907966755,2642500,13500,4933
"E09000012",2,522023.568235294,33550000,5000,5950
"E09000012",3,641890.603807981,37346000,5000,4937
"E09000013",0,618264.618948102,4400000,91500,2871
"E09000013",1,666309.818928505,4255000,31250,5357
"E09000013",2,866835.981658822,54900000,500,6161
"E09000013",3,1049944.30693992,73956677,999,4294
"E09000014",0,398835.554763691,5425000,26000,2666
"E09000014",1,418698.840654787,16850000,16200,4826
"E09000014",2,517760.371070263,18000000,5000,5821
"E09000014",3,605399.034979424,24500000,3849,4860
"E09000015",0,331420.829545455,2505000,25000,2552
"E09000015",1,343970.453592146,4450000,29750,4482
"E09000015",2,415397.527961408,13001250,12500,5597
"E09000015",3,494988.992750705,30900000,1000,4966
"E09000016",0,255910.785878489,1950000,23500,3045
"E09000016",1,247051.249360146,2225000,40000,5470
"E09000016",2,280386.378964124,21755000,5000,8167
"E09000016",3,348656.104080762,21700000,1000,7033
"E09000017",0,283743.516321317,3200000,46250,3523
"E09000017",1,293143.080877931,5242500,21000,6652
"E09000017",2,429278.817697228,68314736,1000,7504
"E09000017",3,455483.764527941,55433747,5500,6281
"E09000018",0,346474.064897813,3850000,28000,2789
"E09000018",1,359824.798825257,4700000,40000,4767
"E09000018",2,467228.816192225,33000000,3000,6534
"E09000018",3,572021.278352454,79500000,5000,5317
"E09000019",0,483008.600124961,4075000,75000,3201
"E09000019",1,518248.144898333,5385000,60000,5459
"E09000019",2,700135.750284692,92000000,2750,6147
"E09000019",3,849380.454545455,47650624,5000,4224
"E09000020",0,1249793.31729055,16200000,65000,2805
"E09000020",1,1424910.26926334,54959000,26750,4724
"E09000020",2,1942712.8907577,56500000,166,6005
"E09000020",3,2161031.98809222,70154750,6000,3947
"E09000021",0,370439.302352049,11200000,68250,2636
"E09000021",1,377144.177523727,6100000,48750,4636
"E09000021",2,458288.034856571,7152000,100,5996
"E09000021",3,585369.701524536,54250000,1000,4198
"E09000022",0,364559.684617302,3000000,62500,4011
"E09000022",1,391798.302128215,6430000,13500,7659
"E09000022",2,532095.190580818,92500000,1200,10468
"E09000022",3,601465.032412965,38568000,1000,7497
"E09000023",0,263758.051461245,1781250,73000,3148
"E09000023",1,276887.130835186,4436245,62000,6298
"E09000023",2,348705.607549626,24126957,5000,9219
"E09000023",3,454620.189906871,21122570,1000,7946
"E09000024",0,428949.411327434,12650000,30000,2825
"E09000024",1,438270.171459577,8500000,47500,5529
"E09000024",2,515690.26499771,36000000,6000,6551
"E09000024",3,594874.427079227,23034250,950,5074
"E09000025",0,218793.558407543,650000,5000,1909
"E09000025",1,218475.361838278,1075000,46250,3438
"E09000025",2,289305.038441737,83520000,8000,5827
"E09000025",3,370421.257807838,47750000,1000,5027
"E09000026",0,287526.453502415,2500000,40000,3312
"E09000026",1,298558.860914106,2600000,50000,5076
"E09000026",2,336189.866514547,21755000,1000,7012
"E09000026",3,425113.779301746,70900000,10000,5614
"E09000027",0,550874.433516484,6635000,99000,3640
"E09000027",1,584167.709752683,6500000,69000,6429
"E09000027",2,716697.162147357,52900000,4000,7302
"E09000027",3,803835.351882768,85002477,1000,5391
"E09000028",0,383385.529083665,3330000,61005,3765
"E09000028",1,405685.070630848,4250000,51000,6626
"E09000028",2,525507.146411704,45288551,2500,8681
"E09000028",3,713160.865205558,73500000,1000,6981
"E09000029",0,263229.587380497,1300000,49500,2615
"E09000029",1,271152.049883087,3575000,5000,5132
"E09000029",2,313036.42540111,4500000,4999,6669
"E09000029",3,388935.189705347,22000000,2500,5498
"E09000030",0,345524.777307963,5363536,36250,4257
"E09000030",1,351363.161568961,3160000,56250,7062
"E09000030",2,489014.090900089,85000000,1000,10099
"E09000030",3,585318.923574606,62400000,1000,7419
"E09000031",0,235517.788030888,799995,14250,2590
"E09000031",1,247343.466553408,930000,17000,4709
"E09000031",2,323230.298492168,6150000,5000,6831
"E09000031",3,411412.053984576,25000000,931,5835
"E09000032",0,495193.371929825,5000000,90000,5985
"E09000032",1,521865.498874719,6350000,15000,10664
"E09000032",2,662182.77324263,88800000,100,12789
"E09000032",3,751617.112719852,57650000,5000,10291
"E09000033",0,831334.44898953,21000000,40000,4107
"E09000033",1,1078470.61460076,29350000,47000,6575
"E09000033",2,1758491.92552676,94390560,100,8258
"E09000033",3,2170757.47711004,96652091,940,6007
